"ID","Source File","Section / Heading","Extracted Text","Issue Type","Severity","Recommended Treatment","Known Decision / Recommended Answer","Question for Alex / Committee","Proposed Codex Action After Answer","Status"
"DEC-864","02_operations/award-years/template/EDrill_Family_Bursary_Annual_Scheme_Report_Template_DRAFT.md","9. Recommendations For Next Award Year","| Recommendation | Owner | Target date |","Decision Needed","Minor","Decide","","Should this advisory or decision-like wording remain in the final issue version?","Update affected document after Alex/Committee answer.","Needs Alex Decision"
"DEC-865","02_operations/award-years/template/EDrill_Family_Bursary_Annual_Scheme_Report_Template_DRAFT.md","10. Future Structure Review","Should the Bursary remain an internal company-funded scheme for the next Award Year?","Decision Needed","Minor","Decide","","Should this advisory or decision-like wording remain in the final issue version?","Update affected document after Alex/Committee answer.","Needs Alex Decision"
"DEC-866","02_operations/award-years/template/EDrill_Family_Bursary_Annual_Scheme_Report_Template_DRAFT.md","10. Future Structure Review","Should EDrill explore future Singapore ROS registration, employee/member contributions, or another structure?","Already Decided / Needs Propagation","Minor","No action","No ROS activation and no fundraising in Phase 1.","","Leave unchanged if wording already reflects known decision.","Already Answered"
"DEC-867","02_operations/award-years/template/EDrill_Family_Bursary_Renewal_Review_Form_DRAFT.md","The EDrill Family Bursary - Renewal Review Form","Important: renewal is not automatic.","Warning / Control Text","Administrative","Keep as warning/control","Annual reset; no automatic renewal and no automatic renewal priority.","","Leave unchanged unless final policy tone requires shortening.","Keep"
"DEC-868","02_operations/award-years/template/EDrill_Family_Bursary_Renewal_Review_Form_DRAFT.md","3. Updated Evidence Required","- [ ] Updated labour-hire agency verification, if applicable","Wording Choice","Minor","Decide","","Which wording or option should be retained in the final issue version?","Remove alternatives and retain the selected wording.","Needs Alex Decision"
"DEC-869","02_operations/award-years/template/EDrill_Family_Bursary_Renewal_Review_Form_DRAFT.md","5. Committee Renewal Recommendation","| Recommendation | Tick / notes |","Decision Needed","Minor","Decide","","Should this advisory or decision-like wording remain in the final issue version?","Update affected document after Alex/Committee answer.","Needs Alex Decision"
"DEC-870","02_operations/award-years/template/EDrill_Family_Bursary_Renewal_Review_Form_DRAFT.md","5. Committee Renewal Recommendation","| Recommend renewal | |","Already Decided / Needs Propagation","Minor","No action","Annual reset; no automatic renewal and no automatic renewal priority.","","Leave unchanged if wording already reflects known decision.","Already Answered"
"DEC-871","02_operations/award-years/template/EDrill_Family_Bursary_Renewal_Review_Form_DRAFT.md","5. Committee Renewal Recommendation","| Recommend renewal with conditions | |","Already Decided / Needs Propagation","Minor","No action","Annual reset; no automatic renewal and no automatic renewal priority.","","Leave unchanged if wording already reflects known decision.","Already Answered"
"DEC-872","02_operations/award-years/template/EDrill_Family_Bursary_Renewal_Review_Form_DRAFT.md","5. Committee Renewal Recommendation","| Do not recommend renewal | |","Warning / Control Text","Administrative","Keep as warning/control","Annual reset; no automatic renewal and no automatic renewal priority.","","Leave unchanged unless final policy tone requires shortening.","Keep"
"DEC-873","02_operations/award-years/template/EDrill_Family_Bursary_Renewal_Review_Form_DRAFT.md","6. Recommended Renewal Award","| Recommended amount | THB |","Decision Needed","Minor","Decide","","Should this advisory or decision-like wording remain in the final issue version?","Update affected document after Alex/Committee answer.","Needs Alex Decision"
"DEC-874","02_operations/award-years/template/EDrill_Family_Bursary_Renewal_Review_Form_DRAFT.md","6. Recommended Renewal Award","| Recommended payment route | EDrill employee bank payment / labour-hire agency onward payment / other approved route |","Already Decided / Needs Propagation","Minor","No action","Labour-hire agency receives funds from EDMPL and pays onward using existing payroll/payment process; receipt/acknowledgement handled like salary/payment acknowledgement.","","Leave unchanged if wording already reflects known decision.","Already Answered"
"DEC-875","02_operations/award-years/template/EDrill_Family_Bursary_Renewal_Review_Form_DRAFT.md","7. Reasons","| Reasons for recommendation |","Decision Needed","Minor","Decide","","Should this advisory or decision-like wording remain in the final issue version?","Update affected document after Alex/Committee answer.","Needs Alex Decision"
"DEC-876","02_operations/EDrill_Family_Bursary_Completion_Audit_and_Handover.md","The EDrill Family Bursary - Completion Audit and Handover","Important note: This audit is not legal advice. Chairman/Committee-approved internal compliance position; no external legal advice obtained. The Bursary should not be launched, announced externally, opened for applications, or paid until the Launch Approval Checklist records all required Phase 1 approvals and final communications checks.","Historical / Superseded","Administrative","Move to archive/reference","Appeals go to the Chairman of the Committee.","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-877","02_operations/EDrill_Family_Bursary_Completion_Audit_and_Handover.md","1. Executive Summary","5. Complete conflict-of-interest and confidentiality declarations before Committee review/decision activity.","Historical / Superseded","Administrative","Move to archive/reference","","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-878","02_operations/EDrill_Family_Bursary_Completion_Audit_and_Handover.md","1. Executive Summary","The long-term Singapore ROS / fundraising pathway has been preserved in scope, but deliberately not activated. That is the right posture for Phase 1. A Singapore society or employee-funded structure should only be pursued after separate legal, governance, fundraising, banking, tax, and membership decisions.","Historical / Superseded","Administrative","Move to archive/reference","No ROS activation and no fundraising in Phase 1.","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-879","02_operations/EDrill_Family_Bursary_Completion_Audit_and_Handover.md","2. Original Objective Tested Against Current Pack","| Establish The EDrill Family Bursary | Partly complete | The scheme concept, scope, eligibility, procedures, forms, and communications are drafted. It is not established until approvals are recorded and launch gates close. |","Historical / Superseded","Administrative","Move to archive/reference","Final communications still need pre-publication check.","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-880","02_operations/EDrill_Family_Bursary_Completion_Audit_and_Handover.md","2. Original Objective Tested Against Current Pack","| Make it operational | Not complete | The launch checklist remains open. No applications should be opened and no awards should be paid yet. |","Historical / Superseded","Administrative","Move to archive/reference","","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-881","02_operations/EDrill_Family_Bursary_Completion_Audit_and_Handover.md","2. Original Objective Tested Against Current Pack","| Marketing LinkedIn post | Drafted for review | External publication should wait until final Chairman/Committee/Communications pre-publication check. No fundraising language should be used in Phase 1. |","Historical / Superseded","Administrative","Move to archive/reference","No ROS activation and no fundraising in Phase 1.","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-882","02_operations/EDrill_Family_Bursary_Completion_Audit_and_Handover.md","4. What Is Complete Enough for Review","1. The Phase 1 structural recommendation: use an internal company-funded discretionary bursary, not a registered society, charity, foundation, or fundraising vehicle at launch.","Historical / Superseded","Administrative","Move to archive/reference","No ROS activation and no fundraising in Phase 1.","","Leave as reference unless final issue pack excludes historical material.","Keep"
